uid,ref_id,img_id,sent_id,sent,bbox
432_2,432,577197,1230,"horse thats lookin","[449.26, 102.71, 190.74, 242.73]"
433_0,433,577197,1231,"backward horse","[35.71, 96.91, 223.59, 259.3]"
433_1,433,577197,1232,"black horse","[35.71, 96.91, 223.59, 259.3]"
433_2,433,577197,1233,"blackest horse","[35.71, 96.91, 223.59, 259.3]"
471_0,471,576758,1340,"the red trolley","[375.54, 1.42, 263.92, 324.46]"
471_1,471,576758,1341,"east side railcars","[375.54, 1.42, 263.92, 324.46]"
471_2,471,576758,1342,"shiny train not blue","[375.54, 1.42, 263.92, 324.46]"
472_0,472,576758,1343,"blue train","[0.0, 11.56, 290.7, 404.9]"
472_1,472,576758,1344,"white and blue train","[0.0, 11.56, 290.7, 404.9]"
472_2,472,576758,1345,"train with blue 900","[0.0, 11.56, 290.7, 404.9]"
540_0,540,576153,1532,"elephant hidden halfway","[546.07, 132.67, 93.84, 136.72]"
540_1,540,576153,1533,"elephant whose head is out of frame","[546.07, 132.67, 93.84, 136.72]"
540_2,540,576153,1534,"elephant almost all cutoff","[546.07, 132.67, 93.84, 136.72]"
600_0,600,575519,1705,"the closest boat","[233.99, 242.58, 403.03, 176.69]"
600_1,600,575519,1706,"boat closest","[233.99, 242.58, 403.03, 176.69]"
600_2,600,575519,1707,"sideboards by mans legs","[233.99, 242.58, 403.03, 176.69]"
624_0,624,574961,1777,"black suv","[13.57, 53.94, 381.43, 336.22]"
624_1,624,574961,1778,"black car","[13.57, 53.94, 381.43, 336.22]"
625_0,625,574961,1779,"red car","[3.37, 157.3, 124.72, 296.63]"
625_1,625,574961,1780,"red car","[3.37, 157.3, 124.72, 296.63]"
625_2,625,574961,1781,"red car","[3.37, 157.3, 124.72, 296.63]"
663_0,663,574443,1885,"crib","[0.0, 164.73, 289.81, 194.27]"
663_1,663,574443,1886,"crib","[0.0, 164.73, 289.81, 194.27]"
663_2,663,574443,1887,"baby bed","[0.0, 164.73, 289.81, 194.27]"
664_0,664,574443,1888,"bed with colorful comforter","[152.47, 140.37, 371.11, 188.78]"
664_1,664,574443,1889,"bed","[152.47, 140.37, 371.11, 188.78]"
664_2,664,574443,1890,"bed","[152.47, 140.37, 371.11, 188.78]"
672_0,672,574299,1912,"black guys bike","[381.11, 179.57, 161.42, 196.76]"
672_1,672,574299,1913,"bike further from police car","[381.11, 179.57, 161.42, 196.76]"
672_2,672,574299,1914,"bike near curb","[381.11, 179.57, 161.42, 196.76]"
673_0,673,574299,1915,"cop bike closest to suv","[66.05, 204.86, 152.22, 203.91]"
673_1,673,574299,1916,"9pm moto","[66.05, 204.86, 152.22, 203.91]"
716_0,716,573825,2035,"corner of table at 10 o clock","[2.03, 100.33, 279.72, 165.2]"
716_1,716,573825,2036,"lefty corner of table","[2.03, 100.33, 279.72, 165.2]"
717_0,717,573825,2037,"table under plate","[1.06, 317.51, 638.94, 125.51]"
717_1,717,573825,2038,"table area closest to us","[1.06, 317.51, 638.94, 125.51]"
717_2,717,573825,2039,"the table below the plate","[1.06, 317.51, 638.94, 125.51]"
832_0,832,572487,2369,"closest light with person","[327.23, 177.88, 113.5, 263.98]"
832_1,832,572487,2370,"closest light with red man shape","[327.23, 177.88, 113.5, 263.98]"
833_0,833,572487,2371,"green light","[218.12, 184.54, 109.05, 243.94]"
833_1,833,572487,2372,"my bad the stoplight where you can see the red yellow and green lights not illuminated","[218.12, 184.54, 109.05, 243.94]"
833_2,833,572487,2373,"light facing side is green","[218.12, 184.54, 109.05, 243.94]"
850_0,850,572310,2421,"next motorcycle","[73.89, 217.45, 249.67, 184.2]"
850_1,850,572310,2422,"red light","[73.89, 217.45, 249.67, 184.2]"
850_2,850,572310,2423,"motorcycle with bright red light","[73.89, 217.45, 249.67, 184.2]"
851_0,851,572310,2424,"full bike","[142.38, 266.43, 271.82, 208.18]"
851_1,851,572310,2425,"motorcycle nearest the harley davidson cycle cover","[142.38, 266.43, 271.82, 208.18]"
851_2,851,572310,2426,"foremost bike","[142.38, 266.43, 271.82, 208.18]"
918_0,918,571694,2612,"light pink ribbon","[506.94, 69.12, 92.65, 253.24]"
918_1,918,571694,2613,"light pink strip cut off of side of page","[506.94, 69.12, 92.65, 253.24]"
918_2,918,571694,2614,"lightest pink tie","[506.94, 69.12, 92.65, 253.24]"
919_0,919,571694,2615,"purple long cloth","[9.06, 66.54, 99.66, 320.13]"
919_1,919,571694,2616,"all the way to the left","[9.06, 66.54, 99.66, 320.13]"
920_0,920,571694,2617,"tie next to the head band","[435.31, 73.72, 149.22, 314.56]"
920_1,920,571694,2618,"gold and red tie","[435.31, 73.72, 149.22, 314.56]"
920_2,920,571694,2619,"thin red tie","[435.31, 73.72, 149.22, 314.56]"
921_0,921,571694,2620,"orange thing with blue thing on it","[139.24, 112.6, 202.8, 323.88]"
921_1,921,571694,2621,"double tie or whatever","[139.24, 112.6, 202.8, 323.88]"
921_2,921,571694,2622,"big red ribbon","[139.24, 112.6, 202.8, 323.88]"
935_0,935,571654,2660,"dcreen eith lots of blue notes","[547.58, 108.18, 92.42, 151.25]"
935_1,935,571654,2661,"screen at 3","[547.58, 108.18, 92.42, 151.25]"
935_2,935,571654,2662,"monitor with horse","[547.58, 108.18, 92.42, 151.25]"
936_0,936,571654,2663,"biggest computer screen","[392.78, 125.89, 157.72, 112.97]"
936_1,936,571654,2664,"all white screen","[392.78, 125.89, 157.72, 112.97]"
936_2,936,571654,2665,"blank computer screen","[392.78, 125.89, 157.72, 112.97]"
1150_0,1150,569234,3284,"half of the pizza further from the camera next to smiling man","[56.09, 242.82, 145.26, 140.94]"
1150_1,1150,569234,3285,"clearest part of pizza","[56.09, 242.82, 145.26, 140.94]"
1150_2,1150,569234,3286,"pizza closest to guys face","[56.09, 242.82, 145.26, 140.94]"
1151_0,1151,569234,3287,"nearest pizza","[14.38, 307.78, 197.04, 218.6]"
1151_1,1151,569234,3288,"pepperoni","[14.38, 307.78, 197.04, 218.6]"
1213_0,1213,568440,3466,"banana in corner poking toward us","[0.0, 426.27, 216.13, 213.73]"
1213_1,1213,568440,3467,"fruit at 7 o clock","[0.0, 426.27, 216.13, 213.73]"
1213_2,1213,568440,3468,"the group of three bananas","[0.0, 426.27, 216.13, 213.73]"
1214_0,1214,568440,3469,"huge bunch of bananas","[0.0, 0.0, 518.65, 388.51]"
1214_1,1214,568440,3470,"bunch of bananas","[0.0, 0.0, 518.65, 388.51]"
1214_2,1214,568440,3471,"bundle above","[0.0, 0.0, 518.65, 388.51]"
1222_0,1222,568341,3491,"huge pizza","[15.41, 374.33, 411.59, 223.79]"
1222_1,1222,568341,3492,"pizza in pan","[15.41, 374.33, 411.59, 223.79]"
1222_2,1222,568341,3493,"pizza still in pan","[15.41, 374.33, 411.59, 223.79]"
1223_0,1223,568341,3494,"cut slice","[44.58, 135.19, 299.15, 185.53]"
1223_1,1223,568341,3495,"food in air","[44.58, 135.19, 299.15, 185.53]"
1223_2,1223,568341,3496,"being pulled out of the bowl","[44.58, 135.19, 299.15, 185.53]"
1251_0,1251,567937,3573,"little elephant","[186.89, 274.32, 375.74, 164.84]"
1251_1,1251,567937,3574,"laying down","[186.89, 274.32, 375.74, 164.84]"
1251_2,1251,567937,3575,"laying down","[186.89, 274.32, 375.74, 164.84]"
1252_0,1252,567937,3576,"adult","[104.86, 16.22, 450.82, 395.67]"
1252_1,1252,567937,3577,"big guy","[104.86, 16.22, 450.82, 395.67]"
1252_2,1252,567937,3578,"big elephant","[104.86, 16.22, 450.82, 395.67]"
1268_0,1268,567616,3622,"orange laying more flat","[344.7, 226.37, 176.85, 185.0]"
1268_1,1268,567616,3623,"the orange thats cut side is facing up","[344.7, 226.37, 176.85, 185.0]"
1268_2,1268,567616,3624,"orange closer to u","[344.7, 226.37, 176.85, 185.0]"
1269_0,1269,567616,3625,"darker orange","[236.19, 98.83, 183.37, 165.49]"
1269_1,1269,567616,3626,"orange with skin shown","[236.19, 98.83, 183.37, 165.49]"
1269_2,1269,567616,3627,"half facing the inside of the bowl","[236.19, 98.83, 183.37, 165.49]"
1278_0,1278,567396,3651,"horse not being rode on","[31.57, 167.67, 91.26, 284.19]"
1278_1,1278,567396,3652,"horse with no rider","[31.57, 167.67, 91.26, 284.19]"
1278_2,1278,567396,3653,"horse with no rider","[31.57, 167.67, 91.26, 284.19]"
1334_0,1334,566992,3810,"smaller refrigerator","[166.59, 170.42, 105.31, 183.82]"
1334_1,1334,566992,3811,"smaller fridge","[166.59, 170.42, 105.31, 183.82]"
1334_2,1334,566992,3812,"short fridge","[166.59, 170.42, 105.31, 183.82]"
1335_0,1335,566992,3813,"taller one","[234.04, 125.23, 100.3, 212.07]"
1335_1,1335,566992,3814,"taller fridge","[234.04, 125.23, 100.3, 212.07]"
1335_2,1335,566992,3815,"tall fridge","[234.04, 125.23, 100.3, 212.07]"
1363_0,1363,566592,3893,"brown cow","[288.31, 190.63, 308.23, 166.91]"
1363_1,1363,566592,3894,"brown","[288.31, 190.63, 308.23, 166.91]"
1363_2,1363,566592,3895,"dark brwown","[288.31, 190.63, 308.23, 166.91]"
1639_0,1639,563658,4671,"truck by fence","[2.16, 228.49, 296.63, 173.67]"
1639_1,1639,563658,4672,"truck behind other one","[2.16, 228.49, 296.63, 173.67]"
1639_2,1639,563658,4673,"truck with tot written on in","[2.16, 228.49, 296.63, 173.67]"
1640_0,1640,563658,4674,"truck with stuff on it","[279.46, 243.7, 360.54, 236.3]"
1640_1,1640,563658,4675,"truck with boxes","[279.46, 243.7, 360.54, 236.3]"
1640_2,1640,563658,4676,"truck bed","[279.46, 243.7, 360.54, 236.3]"
1771_0,1771,562162,5044,"closest brocolli","[197.15, 342.6, 284.67, 85.6]"
1771_1,1771,562162,5045,"brocoli nearest you 6 pm","[197.15, 342.6, 284.67, 85.6]"
1772_0,1772,562162,5046,"the brocolli by the micky mouse and the chicken","[295.03, 14.87, 324.76, 354.49]"
1772_1,1772,562162,5047,"brocolli","[295.03, 14.87, 324.76, 354.49]"
1772_2,1772,562162,5048,"broccoli","[295.03, 14.87, 324.76, 354.49]"
1860_0,1860,561545,5292,"sandwich closet with really only bread showing","[489.37, 253.32, 149.69, 166.96]"
1860_1,1860,561545,5293,"sandwish can not see red","[489.37, 253.32, 149.69, 166.96]"
1860_2,1860,561545,5294,"bun on edge with just bread showing","[489.37, 253.32, 149.69, 166.96]"
1861_0,1861,561545,5295,"third row not on either end","[227.41, 82.52, 174.64, 102.67]"
1861_1,1861,561545,5296,"highest sandw","[227.41, 82.52, 174.64, 102.67]"
1862_0,1862,561545,5297,"sixth sandwich in order from back","[426.04, 144.74, 199.07, 180.8]"
1862_1,1862,561545,5298,"sandwich at 3","[426.04, 144.74, 199.07, 180.8]"
1862_2,1862,561545,5299,"6th sandwich","[426.04, 144.74, 199.07, 180.8]"
1863_0,1863,561545,5300,"sandwich with big green leaf on it","[19.23, 147.14, 235.62, 149.07]"
1863_1,1863,561545,5301,"sandwich with spinach laying on it","[19.23, 147.14, 235.62, 149.07]"
1863_2,1863,561545,5302,"sec row number one","[19.23, 147.14, 235.62, 149.07]"
1864_0,1864,561545,5303,"closest sandwich wide open","[17.27, 232.88, 251.4, 186.15]"
1864_1,1864,561545,5304,"close hotdog that looks the widest","[17.27, 232.88, 251.4, 186.15]"
1864_2,1864,561545,5305,"bread at 700 near u","[17.27, 232.88, 251.4, 186.15]"
1865_0,1865,561545,5306,"hotdog 5","[234.66, 150.03, 194.26, 138.48]"
1865_1,1865,561545,5307,"2 down 2 over","[234.66, 150.03, 194.26, 138.48]"
1865_2,1865,561545,5308,"between 12 o clock and 6 oc clock","[234.66, 150.03, 194.26, 138.48]"
1866_0,1866,561545,5309,"buns make a visible v shape","[260.04, 222.32, 222.61, 204.68]"
1866_1,1866,561545,5310,"2 in row 1","[260.04, 222.32, 222.61, 204.68]"
1866_2,1866,561545,5311,"sandwhich at 6","[260.04, 222.32, 222.61, 204.68]"
2027_0,2027,559830,5766,"elephant butt","[533.75, 77.42, 106.25, 349.58]"
2027_1,2027,559830,5767,"elephants butt","[533.75, 77.42, 106.25, 349.58]"
2028_0,2028,559830,5768,"full elephant","[1.92, 60.52, 591.08, 361.75]"
2028_1,2028,559830,5769,"elephant","[1.92, 60.52, 591.08, 361.75]"
2028_2,2028,559830,5770,"elephant with blue headband","[1.92, 60.52, 591.08, 361.75]"
2096_0,2096,558817,5957,"green car","[36.7, 97.05, 177.8, 123.16]"
2096_1,2096,558817,5958,"green car","[36.7, 97.05, 177.8, 123.16]"
2096_2,2096,558817,5959,"green car","[36.7, 97.05, 177.8, 123.16]"
2097_0,2097,558817,5960,"yellow car","[358.8, 10.85, 148.95, 103.31]"
2097_1,2097,558817,5961,"the yellow cake","[358.8, 10.85, 148.95, 103.31]"
2097_2,2097,558817,5962,"yellow thing","[358.8, 10.85, 148.95, 103.31]"
2098_0,2098,558817,5963,"blue train car","[210.75, 50.77, 158.13, 99.29]"
2098_1,2098,558817,5964,"blue","[210.75, 50.77, 158.13, 99.29]"
2098_2,2098,558817,5965,"blue train","[210.75, 50.77, 158.13, 99.29]"
2115_0,2115,558576,6011,"highest donut","[212.64, 29.99, 167.88, 129.33]"
2115_1,2115,558576,6012,"the piece at 12o clock","[212.64, 29.99, 167.88, 129.33]"
2115_2,2115,558576,6013,"highes donut","[212.64, 29.99, 167.88, 129.33]"
2116_0,2116,558576,6014,"dark with white spot","[59.69, 161.8, 191.5, 130.57]"
2117_0,2117,558576,6015,"on the under one on the column closest to the side","[55.55, 256.88, 196.59, 109.11]"
2117_1,2117,558576,6016,"donut below hardly can see it","[55.55, 256.88, 196.59, 109.11]"
2118_0,2118,558576,6017,"donut facing me","[238.92, 173.22, 206.64, 213.09]"
2118_1,2118,558576,6018,"donut on its edge facing us","[238.92, 173.22, 206.64, 213.09]"
2118_2,2118,558576,6019,"donut standing upright most visible and closest to us","[238.92, 173.22, 206.64, 213.09]"
2119_0,2119,558576,6020,"3 o clock donut","[416.22, 131.35, 142.7, 192.43]"
2119_1,2119,558576,6021,"donut on end","[416.22, 131.35, 142.7, 192.43]"
2119_2,2119,558576,6022,"donut at 300","[416.22, 131.35, 142.7, 192.43]"
2362_0,2362,555020,6714,"not the smallest or largest banana piece","[380.76, 25.89, 145.62, 103.55]"
2362_1,2362,555020,6715,"closest banana without blackberry","[380.76, 25.89, 145.62, 103.55]"
2363_0,2363,555020,6716,"the slice of banana up close","[194.16, 138.82, 243.77, 215.73]"
2363_1,2363,555020,6717,"closest banana","[194.16, 138.82, 243.77, 215.73]"
2363_2,2363,555020,6718,"biggest banana piece","[194.16, 138.82, 243.77, 215.73]"
2384_0,2384,554703,6778,"white stove","[0.0, 2.49, 569.77, 471.28]"
2384_1,2384,554703,6779,"white stove","[0.0, 2.49, 569.77, 471.28]"
2384_2,2384,554703,6780,"item holding stuff","[0.0, 2.49, 569.77, 471.28]"
2385_0,2385,554703,6781,"oven handle","[3.14, 319.08, 559.24, 156.95]"
2385_1,2385,554703,6782,"oven door handle","[3.14, 319.08, 559.24, 156.95]"
2385_2,2385,554703,6783,"oven handle","[3.14, 319.08, 559.24, 156.95]"
2459_0,2459,554010,6992,"red bus oly","[558.12, 148.56, 81.88, 135.24]"
2459_1,2459,554010,6993,"red half bus","[558.12, 148.56, 81.88, 135.24]"
2460_0,2460,554010,6994,"double bus with blue","[86.36, 59.73, 338.72, 265.8]"
2460_1,2460,554010,6995,"the bus","[86.36, 59.73, 338.72, 265.8]"
2460_2,2460,554010,6996,"big bus","[86.36, 59.73, 338.72, 265.8]"
2532_0,2532,553176,7206,"monitor with more black","[35.69, 101.4, 276.96, 178.4]"
2532_1,2532,553176,7207,"screen with less open","[35.69, 101.4, 276.96, 178.4]"
2532_2,2532,553176,7208,"screen with narrow feed","[35.69, 101.4, 276.96, 178.4]"
2533_0,2533,553176,7209,"screen with many windows","[311.73, 116.49, 258.88, 196.32]"
2533_1,2533,553176,7210,"monitor with many windows open","[311.73, 116.49, 258.88, 196.32]"
2533_2,2533,553176,7211,"monitor with less black on screen","[311.73, 116.49, 258.88, 196.32]"
2568_0,2568,552549,7309,"blurly pie","[357.66, 196.5, 180.28, 108.94]"
2568_1,2568,552549,7310,"blurry yellow stuff with blue stuff near","[357.66, 196.5, 180.28, 108.94]"
2569_0,2569,552549,7311,"food nearest to us","[168.71, 268.07, 300.78, 154.25]"
2569_1,2569,552549,7312,"food in focus","[168.71, 268.07, 300.78, 154.25]"
2569_2,2569,552549,7313,"the food thats being focused on","[168.71, 268.07, 300.78, 154.25]"
2570_0,2570,552549,7314,"glass fuzzy","[70.22, 155.83, 131.78, 184.68]"
2570_1,2570,552549,7315,"blurry glass blocked by other glass","[70.22, 155.83, 131.78, 184.68]"
2570_2,2570,552549,7316,"glass near guy not wine glass","[70.22, 155.83, 131.78, 184.68]"
2571_0,2571,552549,7317,"closest glass of water","[19.28, 206.31, 133.04, 207.27]"
2571_1,2571,552549,7318,"glass of water in our corner","[19.28, 206.31, 133.04, 207.27]"
2571_2,2571,552549,7319,"glass at 7pm","[19.28, 206.31, 133.04, 207.27]"
2634_0,2634,551994,7494,"ferns in absolute corner near letter a","[503.49, 0.0, 136.51, 189.9]"
2634_1,2634,551994,7495,"leaf at 1 o clock","[503.49, 0.0, 136.51, 189.9]"
2635_0,2635,551994,7496,"leaf of plant closest to cats back","[344.55, 0.0, 230.65, 179.64]"
2635_1,2635,551994,7497,"leaves behind cat","[344.55, 0.0, 230.65, 179.64]"
2635_2,2635,551994,7498,"big leaves by cat","[344.55, 0.0, 230.65, 179.64]"
2636_0,2636,551994,7499,"leaf behind table in corner","[0.0, 0.0, 248.65, 170.22]"
2636_1,2636,551994,7500,"plant 110clock","[0.0, 0.0, 248.65, 170.22]"
2684_0,2684,551472,7639,"white bike","[255.75, 175.13, 151.5, 120.75]"
2684_1,2684,551472,7640,"motorcycle underneath one way sign","[255.75, 175.13, 151.5, 120.75]"
2684_2,2684,551472,7641,"white bike by one way sign","[255.75, 175.13, 151.5, 120.75]"
2685_0,2685,551472,7642,"dark fat bike","[147.09, 159.78, 125.43, 145.59]"
2685_1,2685,551472,7643,"in between scooter","[147.09, 159.78, 125.43, 145.59]"
2686_0,2686,551472,7644,"fully viewable bike that is next to the the tire that is barely visible","[41.21, 180.11, 128.66, 120.73]"
2686_1,2686,551472,7645,"black modern motorcycle","[41.21, 180.11, 128.66, 120.73]"
2686_2,2686,551472,7646,"full bike furthest from sign","[41.21, 180.11, 128.66, 120.73]"
2730_0,2730,550993,7770,"full shelf of books under lone blue book","[360.74, 336.41, 176.59, 90.59]"
2730_1,2730,550993,7771,"books with brightly colored lower bindings","[360.74, 336.41, 176.59, 90.59]"
2731_0,2731,550993,7772,"books on shelf at 7","[0.87, 339.53, 167.84, 87.47]"
2731_1,2731,550993,7773,"books at 7 close to edge","[0.87, 339.53, 167.84, 87.47]"
2849_0,2849,549605,8104,"black cat","[0.0, 25.02, 192.84, 395.78]"
2849_1,2849,549605,8105,"biggest cat","[0.0, 25.02, 192.84, 395.78]"
2849_2,2849,549605,8106,"bigger cat","[0.0, 25.02, 192.84, 395.78]"
2849_3,2849,549605,8107,"larger cat","[0.0, 25.02, 192.84, 395.78]"
2850_0,2850,549605,8108,"smaller cat","[469.24, 151.52, 168.96, 275.48]"
2850_1,2850,549605,8109,"smaller animal","[469.24, 151.52, 168.96, 275.48]"
2850_2,2850,549605,8110,"small cat","[469.24, 151.52, 168.96, 275.48]"
2929_0,2929,548875,8333,"leader of the pack","[69.36, 145.76, 173.41, 233.06]"
2929_1,2929,548875,8334,"leading elephant","[69.36, 145.76, 173.41, 233.06]"
2929_2,2929,548875,8335,"closest elephant","[69.36, 145.76, 173.41, 233.06]"
2930_0,2930,548875,8336,"elephant at the end","[400.56, 181.18, 197.53, 157.12]"
2930_1,2930,548875,8337,"trailing elephant most visible","[400.56, 181.18, 197.53, 157.12]"
2931_0,2931,548875,8338,"elephant next to small one mostly visible","[258.09, 196.25, 120.45, 159.53]"
2931_1,2931,548875,8339,"elephant behind baby","[258.09, 196.25, 120.45, 159.53]"
2931_2,2931,548875,8340,"in between medium elephant looking at us","[258.09, 196.25, 120.45, 159.53]"
2936_0,2936,548772,8352,"black and tan dog","[31.86, 195.56, 195.13, 229.03]"
2936_1,2936,548772,8353,"dark dog","[31.86, 195.56, 195.13, 229.03]"
2936_2,2936,548772,8354,"black dog","[31.86, 195.56, 195.13, 229.03]"
2937_0,2937,548772,8355,"white and black dog","[211.71, 204.57, 118.29, 221.43]"
2937_1,2937,548772,8356,"dog with white patch","[211.71, 204.57, 118.29, 221.43]"
2937_2,2937,548772,8357,"area below the y part of the plate","[211.71, 204.57, 118.29, 221.43]"
2938_0,2938,548704,8358,"banana facing opposite direction of the rest","[1.11, 1.11, 241.78, 220.71]"
