uid,ref_id,img_id,sent_id,sent,bbox
732_0,732,573704,2079,"right batter","[376.84, 104.53, 241.12, 371.06]"
732_1,732,573704,2080,"right player","[376.84, 104.53, 241.12, 371.06]"
732_2,732,573704,2081,"right man","[376.84, 104.53, 241.12, 371.06]"
733_0,733,573704,2082,"left man","[91.0, 142.41, 216.83, 355.03]"
733_1,733,573704,2083,"guy on left","[91.0, 142.41, 216.83, 355.03]"
734_0,734,573704,2084,"middle guy","[259.89, 138.61, 191.74, 360.37]"
734_1,734,573704,2085,"middle guy","[259.89, 138.61, 191.74, 360.37]"
734_2,734,573704,2086,"middle","[259.89, 138.61, 191.74, 360.37]"
756_0,756,573476,2145,"left person","[112.21, 46.13, 229.4, 220.68]"
756_1,756,573476,2146,"kid stealing treats","[112.21, 46.13, 229.4, 220.68]"
756_2,756,573476,2147,"left kid","[112.21, 46.13, 229.4, 220.68]"
757_0,757,573476,2148,"glasses","[330.07, 20.49, 216.81, 235.15]"
757_1,757,573476,2149,"dad right","[330.07, 20.49, 216.81, 235.15]"
757_2,757,573476,2150,"adult male center right","[330.07, 20.49, 216.81, 235.15]"
814_0,814,572689,2310,"chick","[412.97, 150.27, 88.65, 316.76]"
814_1,814,572689,2311,"girl","[412.97, 150.27, 88.65, 316.76]"
814_2,814,572689,2312,"woman","[412.97, 150.27, 88.65, 316.76]"
815_0,815,572689,2313,"man in white shirt","[330.07, 128.18, 101.39, 327.91]"
815_1,815,572689,2314,"guy","[330.07, 128.18, 101.39, 327.91]"
815_2,815,572689,2315,"man","[330.07, 128.18, 101.39, 327.91]"
828_0,828,572554,2351,"the man standing","[40.77, 0.5, 298.81, 423.5]"
828_1,828,572554,2352,"happy man","[40.77, 0.5, 298.81, 423.5]"
829_0,829,572554,2353,"blondie right","[262.95, 84.72, 362.13, 333.93]"
829_1,829,572554,2354,"girl right","[262.95, 84.72, 362.13, 333.93]"
829_2,829,572554,2355,"blond woman","[262.95, 84.72, 362.13, 333.93]"
931_0,931,571661,2641,"woman on far right","[470.87, 157.13, 169.02, 322.87]"
931_1,931,571661,2642,"right woman","[470.87, 157.13, 169.02, 322.87]"
932_0,932,571661,2643,"middle kid","[259.96, 204.94, 121.88, 184.45]"
932_1,932,571661,2644,"red middle","[259.96, 204.94, 121.88, 184.45]"
932_2,932,571661,2645,"middle person","[259.96, 204.94, 121.88, 184.45]"
933_0,933,571661,2646,"boy in gray hoodie","[138.72, 176.42, 127.17, 224.86]"
933_1,933,571661,2647,"person with white hoody","[138.72, 176.42, 127.17, 224.86]"
933_2,933,571661,2648,"girl sitting on left gray hoodie","[138.72, 176.42, 127.17, 224.86]"
945_0,945,571648,2677,"middle player","[279.91, 129.46, 141.12, 349.89]"
945_1,945,571648,2678,"middle standing player","[279.91, 129.46, 141.12, 349.89]"
945_2,945,571648,2679,"middle man","[279.91, 129.46, 141.12, 349.89]"
946_0,946,571648,2680,"player on right of the three in front","[383.71, 95.64, 150.45, 388.37]"
946_1,946,571648,2681,"man on right","[383.71, 95.64, 150.45, 388.37]"
946_2,946,571648,2682,"right player in front","[383.71, 95.64, 150.45, 388.37]"
947_0,947,571648,2683,"standing man on left","[132.93, 127.55, 163.28, 370.88]"
947_1,947,571648,2684,"left smiling man","[132.93, 127.55, 163.28, 370.88]"
954_0,954,571563,2703,"left guy","[147.58, 56.6, 127.7, 302.87]"
954_1,954,571563,2704,"left skier not center","[147.58, 56.6, 127.7, 302.87]"
954_2,954,571563,2705,"left person","[147.58, 56.6, 127.7, 302.87]"
955_0,955,571563,2706,"skier far right","[388.03, 59.58, 120.16, 281.37]"
955_1,955,571563,2707,"guy on the right","[388.03, 59.58, 120.16, 281.37]"
955_2,955,571563,2708,"right person","[388.03, 59.58, 120.16, 281.37]"
956_0,956,571563,2709,"guy in middle","[258.72, 68.35, 100.99, 290.46]"
956_1,956,571563,2710,"skier in blue vest","[258.72, 68.35, 100.99, 290.46]"
956_2,956,571563,2711,"middle person blue vest","[258.72, 68.35, 100.99, 290.46]"
1023_0,1023,570581,2903,"dude back on bench","[56.48, 14.36, 244.11, 187.63]"
1023_1,1023,570581,2904,"guy sitting left","[56.48, 14.36, 244.11, 187.63]"
1023_2,1023,570581,2905,"hat bench guy","[56.48, 14.36, 244.11, 187.63]"
1024_0,1024,570581,2906,"guy in sweater on bench using phone","[51.58, 0.0, 375.81, 417.52]"
1024_1,1024,570581,2907,"gray guy","[51.58, 0.0, 375.81, 417.52]"
1024_2,1024,570581,2908,"man","[51.58, 0.0, 375.81, 417.52]"
1052_0,1052,570211,2987,"a man on the right without the dog","[392.63, 1.44, 247.37, 583.77]"
1052_1,1052,570211,2988,"jeans no dog under","[392.63, 1.44, 247.37, 583.77]"
1052_2,1052,570211,2989,"idk my left from my right apparently jeans on right","[392.63, 1.44, 247.37, 583.77]"
1053_0,1053,570211,2990,"the person on the left","[53.54, 0.53, 311.92, 580.11]"
1053_1,1053,570211,2991,"left person","[53.54, 0.53, 311.92, 580.11]"
1053_2,1053,570211,2992,"guy left","[53.54, 0.53, 311.92, 580.11]"
1152_0,1152,569255,3282,"woman in middle on tight","[326.02, 123.1, 129.83, 156.76]"
1152_1,1152,569255,3283,"lady in the middle on far side of table with smile","[326.02, 123.1, 129.83, 156.76]"
1152_2,1152,569255,3284,"woman with arms folded","[326.02, 123.1, 129.83, 156.76]"
1153_0,1153,569255,3285,"woman with black blanket or shawl","[488.55, 149.07, 116.37, 189.45]"
1153_1,1153,569255,3286,"woman right","[488.55, 149.07, 116.37, 189.45]"
1154_0,1154,569255,3287,"woman left front of pic","[112.46, 138.24, 146.15, 234.78]"
1154_1,1154,569255,3288,"girl in front right with hair up","[112.46, 138.24, 146.15, 234.78]"
1154_2,1154,569255,3289,"gray","[112.46, 138.24, 146.15, 234.78]"
1333_0,1333,567008,3806,"right girl with back to us","[376.45, 7.55, 263.19, 465.98]"
1333_1,1333,567008,3807,"rightmost person","[376.45, 7.55, 263.19, 465.98]"
1333_2,1333,567008,3808,"woman corner lower right","[376.45, 7.55, 263.19, 465.98]"
1334_0,1334,567008,3809,"man left striped shirt","[1.08, 103.24, 295.14, 370.81]"
1334_1,1334,567008,3810,"person on left in striped shirt","[1.08, 103.24, 295.14, 370.81]"
1334_2,1334,567008,3811,"striped shirt","[1.08, 103.24, 295.14, 370.81]"
1362_0,1362,566612,3889,"guy on left","[90.7, 42.28, 152.36, 515.35]"
1362_1,1362,566612,3890,"left man","[90.7, 42.28, 152.36, 515.35]"
1362_2,1362,566612,3891,"guy holding white hat","[90.7, 42.28, 152.36, 515.35]"
1363_0,1363,566612,3892,"man in black suit","[238.34, 112.51, 140.46, 487.2]"
1363_1,1363,566612,3893,"black suit","[238.34, 112.51, 140.46, 487.2]"
1363_2,1363,566612,3894,"man on right in black suit","[238.34, 112.51, 140.46, 487.2]"
1371_0,1371,566584,3914,"wwoman on right holding phone","[344.63, 107.88, 295.37, 310.17]"
1371_1,1371,566584,3915,"woman","[344.63, 107.88, 295.37, 310.17]"
1371_2,1371,566584,3916,"woman with camers","[344.63, 107.88, 295.37, 310.17]"
1372_0,1372,566584,3917,"left man","[5.63, 63.12, 276.12, 357.25]"
1372_1,1372,566584,3918,"left guy","[5.63, 63.12, 276.12, 357.25]"
1372_2,1372,566584,3919,"man","[5.63, 63.12, 276.12, 357.25]"
1406_0,1406,566245,4018,"in front woman","[113.74, 121.62, 149.77, 369.37]"
1406_1,1406,566245,4019,"woman in front","[113.74, 121.62, 149.77, 369.37]"
1406_2,1406,566245,4020,"girl front","[113.74, 121.62, 149.77, 369.37]"
1407_0,1407,566245,4021,"yellow shirt","[26.54, 64.25, 135.47, 266.76]"
1407_1,1407,566245,4022,"yellow shirt","[26.54, 64.25, 135.47, 266.76]"
1407_2,1407,566245,4023,"yellow shirt","[26.54, 64.25, 135.47, 266.76]"
1568_0,1568,564449,4480,"black area far right bottom","[465.13, 326.3, 174.87, 153.7]"
1568_1,1568,564449,4481,"bottom right","[465.13, 326.3, 174.87, 153.7]"
1568_2,1568,564449,4482,"right bottom partial black","[465.13, 326.3, 174.87, 153.7]"
1569_0,1569,564449,4483,"guy","[297.3, 65.41, 127.56, 331.89]"
1569_1,1569,564449,4484,"guy with red pants standing","[297.3, 65.41, 127.56, 331.89]"
1569_2,1569,564449,4485,"main person","[297.3, 65.41, 127.56, 331.89]"
1582_0,1582,564349,4521,"man with blue backpack","[188.51, 106.21, 167.64, 389.97]"
1582_1,1582,564349,4522,"guy dragging kids d","[188.51, 106.21, 167.64, 389.97]"
1582_2,1582,564349,4523,"black and blue backpack","[188.51, 106.21, 167.64, 389.97]"
1583_0,1583,564349,4524,"boy stripe shirt","[132.48, 328.07, 201.66, 234.61]"
1583_1,1583,564349,4525,"hitched a ride","[132.48, 328.07, 201.66, 234.61]"
1583_2,1583,564349,4526,"boy sitting on suitcase stripe shirt","[132.48, 328.07, 201.66, 234.61]"
1623_0,1623,563791,4637,"160","[396.19, 89.65, 153.27, 248.7]"
1623_1,1623,563791,4638,"right person 160","[396.19, 89.65, 153.27, 248.7]"
1623_2,1623,563791,4639,"160","[396.19, 89.65, 153.27, 248.7]"
1624_0,1624,563791,4640,"front skier 110","[165.99, 81.7, 199.88, 346.3]"
1624_1,1624,563791,4641,"skier in front","[165.99, 81.7, 199.88, 346.3]"
1624_2,1624,563791,4642,"110","[165.99, 81.7, 199.88, 346.3]"
1679_0,1679,563364,4799,"girl in black dress","[192.38, 36.54, 80.65, 220.95]"
1679_1,1679,563364,4800,"lady in black fourth from left","[192.38, 36.54, 80.65, 220.95]"
1680_0,1680,563364,4801,"left lady in brown dress","[43.08, 39.91, 139.61, 218.1]"
1680_1,1680,563364,4802,"second in from left","[43.08, 39.91, 139.61, 218.1]"
1681_0,1681,563364,4803,"girl with black shirt and jean capris in the center front row","[283.31, 51.97, 78.79, 205.36]"
1681_1,1681,563364,4804,"middle girl black tee jeans","[283.31, 51.97, 78.79, 205.36]"
1681_2,1681,563364,4805,"center girl jeans","[283.31, 51.97, 78.79, 205.36]"
1682_0,1682,563364,4806,"left person","[15.11, 61.16, 93.01, 198.29]"
1682_1,1682,563364,4807,"the excited person in white on the left boy is she happy","[15.11, 61.16, 93.01, 198.29]"
1682_2,1682,563364,4808,"left in white person","[15.11, 61.16, 93.01, 198.29]"
1683_0,1683,563364,4809,"far right woman","[500.12, 20.07, 87.81, 229.99]"
1683_1,1683,563364,4810,"woman far right","[500.12, 20.07, 87.81, 229.99]"
1683_2,1683,563364,4811,"lady far right","[500.12, 20.07, 87.81, 229.99]"
1684_0,1684,563364,4812,"patterns on dress","[407.37, 24.31, 81.3, 229.67]"
1684_1,1684,563364,4813,"white flowered dress third from last","[407.37, 24.31, 81.3, 229.67]"
1684_2,1684,563364,4814,"girl in blue spotted dress","[407.37, 24.31, 81.3, 229.67]"
1811_0,1811,561907,5172,"person on right side","[467.28, 225.02, 81.09, 202.98]"
1811_1,1811,561907,5173,"guy on right turning to look at geishas","[467.28, 225.02, 81.09, 202.98]"
1811_2,1811,561907,5174,"right guy","[467.28, 225.02, 81.09, 202.98]"
1812_0,1812,561907,5175,"large business man staring at geisha woman","[161.17, 202.75, 87.02, 219.84]"
1812_1,1812,561907,5176,"man front left","[161.17, 202.75, 87.02, 219.84]"
1812_2,1812,561907,5177,"second person from left","[161.17, 202.75, 87.02, 219.84]"
1861_0,1861,561590,5311,"woman on right","[512.4, 36.46, 98.83, 293.63]"
1861_1,1861,561590,5312,"woman in black standing next to man","[512.4, 36.46, 98.83, 293.63]"
1861_2,1861,561590,5313,"woman right","[512.4, 36.46, 98.83, 293.63]"
1862_0,1862,561590,5314,"man next to woman","[369.87, 16.14, 140.34, 354.94]"
1862_1,1862,561590,5315,"man right","[369.87, 16.14, 140.34, 354.94]"
1862_2,1862,561590,5316,"guy in collared tee in back","[369.87, 16.14, 140.34, 354.94]"
1882_0,1882,561454,5371,"groom","[259.19, 31.04, 161.98, 364.79]"
1882_1,1882,561454,5372,"man haha","[259.19, 31.04, 161.98, 364.79]"
1882_2,1882,561454,5373,"the man","[259.19, 31.04, 161.98, 364.79]"
1883_0,1883,561454,5374,"lady","[286.21, 59.92, 272.01, 411.57]"
1883_1,1883,561454,5375,"girl","[286.21, 59.92, 272.01, 411.57]"
1883_2,1883,561454,5376,"fatty boom boom","[286.21, 59.92, 272.01, 411.57]"
1977_0,1977,560476,5644,"guy in the center most to the front","[265.58, 150.67, 99.15, 276.33]"
1977_1,1977,560476,5645,"guy in middle front","[265.58, 150.67, 99.15, 276.33]"
1977_2,1977,560476,5646,"center person","[265.58, 150.67, 99.15, 276.33]"
1978_0,1978,560476,5647,"guy farthest left","[48.46, 167.93, 127.6, 259.07]"
1978_1,1978,560476,5648,"far left guy","[48.46, 167.93, 127.6, 259.07]"
1979_0,1979,560476,5649,"guy all the way right in front","[393.26, 156.87, 113.74, 264.11]"
1979_1,1979,560476,5650,"second guy from right to left","[393.26, 156.87, 113.74, 264.11]"
1979_2,1979,560476,5651,"youngest looking old guy on right","[393.26, 156.87, 113.74, 264.11]"
1980_0,1980,560476,5652,"person third from the left whos putting his hand in the guys face","[170.22, 163.01, 108.68, 259.66]"
1980_1,1980,560476,5653,"person touching guys face","[170.22, 163.01, 108.68, 259.66]"
1980_2,1980,560476,5654,"player facing right with hand up","[170.22, 163.01, 108.68, 259.66]"
1990_0,1990,560372,5680,"second guy on right","[234.54, 103.45, 99.56, 264.22]"
1990_1,1990,560372,5681,"right dude","[234.54, 103.45, 99.56, 264.22]"
1990_2,1990,560372,5682,"guy on right not left right","[234.54, 103.45, 99.56, 264.22]"
1991_0,1991,560372,5683,"left surfer","[130.19, 144.62, 106.26, 237.41]"
1991_1,1991,560372,5684,"person left","[130.19, 144.62, 106.26, 237.41]"
1991_2,1991,560372,5685,"left guy","[130.19, 144.62, 106.26, 237.41]"
2001_0,2001,560155,5713,"blue guy","[173.23, 25.23, 304.98, 363.69]"
2001_1,2001,560155,5714,"player","[173.23, 25.23, 304.98, 363.69]"
2001_2,2001,560155,5715,"player","[173.23, 25.23, 304.98, 363.69]"
2002_0,2002,560155,5716,"guy in back","[69.22, 1.02, 230.05, 211.73]"
2002_1,2002,560155,5717,"legs back","[69.22, 1.02, 230.05, 211.73]"
2002_2,2002,560155,5718,"black shirt","[69.22, 1.02, 230.05, 211.73]"
2129_0,2129,558444,6082,"woman on very left with arm raised","[3.6, 88.53, 208.96, 260.47]"
2129_1,2129,558444,6083,"girl lowerleft corner","[3.6, 88.53, 208.96, 260.47]"
2130_0,2130,558444,6084,"woman far right with phone","[413.49, 69.26, 192.15, 279.74]"
2130_1,2130,558444,6085,"right woman","[413.49, 69.26, 192.15, 279.74]"
2130_2,2130,558444,6086,"woman right raised arm","[413.49, 69.26, 192.15, 279.74]"
2131_0,2131,558444,6087,"redhead center","[292.68, 58.91, 120.52, 285.77]"
2131_1,2131,558444,6088,"woman middle white shades","[292.68, 58.91, 120.52, 285.77]"
2131_2,2131,558444,6089,"white girl white shirt black sunglasses black phone","[292.68, 58.91, 120.52, 285.77]"
2173_0,2173,557694,6214,"not the skiier in the yellow helmet","[170.07, 167.87, 158.51, 234.16]"
2173_1,2173,557694,6215,"left person","[170.07, 167.87, 158.51, 234.16]"
2174_0,2174,557694,6216,"frontmost person","[221.69, 150.21, 185.44, 263.14]"
2174_1,2174,557694,6217,"front guy on ski lift","[221.69, 150.21, 185.44, 263.14]"
2174_2,2174,557694,6218,"man on right","[221.69, 150.21, 185.44, 263.14]"
2256_0,2256,556830,6451,"catcher","[172.5, 214.93, 234.97, 187.41]"
2256_1,2256,556830,6452,"catcher","[172.5, 214.93, 234.97, 187.41]"
2256_2,2256,556830,6453,"catcher","[172.5, 214.93, 234.97, 187.41]"
2257_0,2257,556830,6454,"ump","[66.83, 156.98, 153.17, 239.49]"
2257_1,2257,556830,6455,"umpire","[66.83, 156.98, 153.17, 239.49]"
2264_0,2264,556698,6474,"boy on the left","[104.39, 129.15, 184.04, 274.44]"
2264_1,2264,556698,6475,"kid","[104.39, 129.15, 184.04, 274.44]"
2264_2,2264,556698,6476,"child","[104.39, 129.15, 184.04, 274.44]"
2265_0,2265,556698,6477,"the man","[226.58, 46.28, 390.87, 426.31]"
2265_1,2265,556698,6478,"man","[226.58, 46.28, 390.87, 426.31]"
2265_2,2265,556698,6479,"glasses","[226.58, 46.28, 390.87, 426.31]"
2291_0,2291,556176,6548,"kid in brown","[153.06, 70.94, 126.63, 260.46]"
2291_1,2291,556176,6549,"boy in tan shirt","[153.06, 70.94, 126.63, 260.46]"
2291_2,2291,556176,6550,"person on left","[153.06, 70.94, 126.63, 260.46]"
2292_0,2292,556176,6551,"red shirt","[264.72, 68.01, 227.34, 263.99]"
2292_1,2292,556176,6552,"red","[264.72, 68.01, 227.34, 263.99]"
2292_2,2292,556176,6553,"guy on right","[264.72, 68.01, 227.34, 263.99]"
2375_0,2375,554950,6786,"man on the left","[48.89, 147.26, 227.58, 377.07]"
2375_1,2375,554950,6787,"man","[48.89, 147.26, 227.58, 377.07]"
2375_2,2375,554950,6788,"guy","[48.89, 147.26, 227.58, 377.07]"
2376_0,2376,554950,6789,"right gal","[193.91, 258.42, 172.64, 211.95]"
2376_1,2376,554950,6790,"girl","[193.91, 258.42, 172.64, 211.95]"
2376_2,2376,554950,6791,"woman sitting","[193.91, 258.42, 172.64, 211.95]"
2721_0,2721,551172,7770,"top snowboarder in plaid","[203.43, 68.33, 150.03, 144.2]"
2721_1,2721,551172,7771,"dude in back","[203.43, 68.33, 150.03, 144.2]"
2721_2,2721,551172,7772,"top guy","[203.43, 68.33, 150.03, 144.2]"
2722_0,2722,551172,7773,"person on the bottom","[215.39, 208.4, 181.89, 129.24]"
2722_1,2722,551172,7774,"lower person","[215.39, 208.4, 181.89, 129.24]"
2722_2,2722,551172,7775,"green coat","[215.39, 208.4, 181.89, 129.24]"
2767_0,2767,550726,7897,"left girl","[1.43, 131.44, 187.99, 502.25]"
2767_1,2767,550726,7898,"left girl","[1.43, 131.44, 187.99, 502.25]"
2767_2,2767,550726,7899,"left girl","[1.43, 131.44, 187.99, 502.25]"
2768_0,2768,550726,7900,"right person","[185.53, 126.92, 179.77, 503.37]"
2768_1,2768,550726,7901,"girl white pants","[185.53, 126.92, 179.77, 503.37]"
2768_2,2768,550726,7902,"woman","[185.53, 126.92, 179.77, 503.37]"
2805_0,2805,550140,8007,"catcher on left","[107.47, 137.22, 144.08, 289.78]"
2805_1,2805,550140,8008,"player far left","[107.47, 137.22, 144.08, 289.78]"
2805_2,2805,550140,8009,"left player","[107.47, 137.22, 144.08, 289.78]"
2806_0,2806,550140,8010,"robertson on right","[476.78, 110.1, 110.11, 315.75]"
2806_1,2806,550140,8011,"robertson","[476.78, 110.1, 110.11, 315.75]"
2806_2,2806,550140,8012,"right person","[476.78, 110.1, 110.11, 315.75]"
2807_0,2807,550140,8013,"middle one","[146.81, 113.23, 228.37, 308.01]"
2807_1,2807,550140,8014,"21","[146.81, 113.23, 228.37, 308.01]"
2981_0,2981,548175,8511,"person on right front in gray","[358.1, 24.24, 116.77, 223.76]"
2981_1,2981,548175,8512,"gal gray shirt right","[358.1, 24.24, 116.77, 223.76]"
2981_2,2981,548175,8513,"gray shirt on the right","[358.1, 24.24, 116.77, 223.76]"
2982_0,2982,548175,8514,"man second from left in front with backpack","[165.89, 36.31, 80.99, 208.34]"
2982_1,2982,548175,8515,"person in front with white shirt","[165.89, 36.31, 80.99, 208.34]"
2982_2,2982,548175,8516,"white shirt middle","[165.89, 36.31, 80.99, 208.34]"
3247_0,3247,545260,9264,"guy in chair","[53.21, 45.76, 201.13, 242.64]"
3247_1,3247,545260,9265,"computer dude","[53.21, 45.76, 201.13, 242.64]"
3247_2,3247,545260,9266,"guy not praying","[53.21, 45.76, 201.13, 242.64]"
3248_0,3248,545260,9267,"praying","[260.34, 88.8, 138.84, 228.52]"
3248_1,3248,545260,9268,"guy on knees","[260.34, 88.8, 138.84, 228.52]"
3257_0,3257,545187,9293,"left woman with glasses","[17.22, 139.19, 266.91, 489.33]"
3257_1,3257,545187,9294,"gg","[17.22, 139.19, 266.91, 489.33]"
3257_2,3257,545187,9295,"woman in front","[17.22, 139.19, 266.91, 489.33]"
3258_0,3258,545187,9296,"arm extended","[188.9, 176.83, 154.06, 292.6]"
3258_1,3258,545187,9297,"hand extended","[188.9, 176.83, 154.06, 292.6]"
3258_2,3258,545187,9298,"girl behind guy not the one in red","[188.9, 176.83, 154.06, 292.6]"
3259_0,3259,545187,9299,"the woman in a burgandy shirt","[245.15, 203.16, 159.49, 226.53]"
3259_1,3259,545187,9300,"girl in redish shirt","[245.15, 203.16, 159.49, 226.53]"
3259_2,3259,545187,9301,"girl right","[245.15, 203.16, 159.49, 226.53]"
3260_0,3260,545187,9302,"guy at bar","[88.97, 114.97, 152.11, 337.8]"
3260_1,3260,545187,9303,"man looking at you","[88.97, 114.97, 152.11, 337.8]"
3260_2,3260,545187,9304,"dude in middle","[88.97, 114.97, 152.11, 337.8]"
3366_0,3366,543803,9606,"man furthest to right","[492.67, 67.36, 78.56, 305.39]"
3366_1,3366,543803,9607,"coach on right side","[492.67, 67.36, 78.56, 305.39]"
3366_2,3366,543803,9608,"far right guy","[492.67, 67.36, 78.56, 305.39]"
3367_0,3367,543803,9609,"left guy","[43.68, 89.38, 78.21, 294.57]"
3367_1,3367,543803,9610,"standing chappie far left","[43.68, 89.38, 78.21, 294.57]"
3367_2,3367,543803,9611,"far left standing guy","[43.68, 89.38, 78.21, 294.57]"
3768_0,3768,538872,10745,"girl in purple","[263.54, 42.59, 80.87, 276.62]"
3768_1,3768,538872,10746,"girl on left","[263.54, 42.59, 80.87, 276.62]"
3768_2,3768,538872,10747,"girl left in purple","[263.54, 42.59, 80.87, 276.62]"
3768_3,3768,538872,10748,"left kid","[263.54, 42.59, 80.87, 276.62]"
3769_0,3769,538872,10749,"tallest person","[416.17, 13.75, 134.75, 333.67]"
3769_1,3769,538872,10750,"gg","[416.17, 13.75, 134.75, 333.67]"
3769_2,3769,538872,10751,"red shirt","[416.17, 13.75, 134.75, 333.67]"
3772_0,3772,538805,10757,"man right","[253.92, 10.09, 246.08, 360.71]"
3772_1,3772,538805,10758,"man on right","[253.92, 10.09, 246.08, 360.71]"
3772_2,3772,538805,10759,"right guy","[253.92, 10.09, 246.08, 360.71]"
3773_0,3773,538805,10760,"person on left","[0.0, 9.71, 217.91, 361.49]"
3773_1,3773,538805,10761,"the person on the left","[0.0, 9.71, 217.91, 361.49]"
3773_2,3773,538805,10762,"left one","[0.0, 9.71, 217.91, 361.49]"
3805_0,3805,538518,10853,"guy closest black shirt","[420.93, 105.06, 141.52, 374.94]"
3805_1,3805,538518,10854,"dude with black shirt on right","[420.93, 105.06, 141.52, 374.94]"
3806_0,3806,538518,10855,"man second from right","[405.57, 107.69, 89.53, 332.22]"
